"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US77905","ZCTA5 77905","6037","348","3.3","1.7","3.4","1.6","5.4","2.5","5.1","1.7","9.1","2.6","17.6","3.6","13.7","3.9","22.8","3.9","9.8","2.4","9.6","3.1","88585","9275","108696","11234","41.5","(X)","(X)","(X)","(X)","(X)","4835","374","1.5","1.1","2.2","1.8","3.2","1.8","4.0","1.8","7.2","2.5","20.7","5.1","14.6","4.6","22.5","4.9","12.8","3.2","11.1","3.7","94983","8708","120554","12967","(X)","(X)","42.1","(X)","(X)","(X)","3944","335","0.8","0.8","2.7","2.1","1.7","1.5","3.7","1.9","4.8","2.2","19.9","4.9","15.6","4.7","22.4","5.0","15.0","3.7","13.4","4.5","102417","18129","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1202","226","11.8","7.1","8.2","5.1","15.9","8.6","9.2","5.0","17.5","8.9","16.2","7.0","10.1","5.4","10.1","6.3","0.0","4.1","1.2","1.5","39321","9072","48302","7860","(X)","(X)","(X)","(X)","38.9","(X)",
"860Z200US77950","ZCTA5 77950","92","29","3.3","4.5","0.0","38.3","29.3","18.6","16.3","17.1","17.4","9.4","3.3","5.0","17.4","11.3","2.2","3.1","7.6","8.1","3.3","4.2","35417","10143","60154","16623","33.7","(X)","(X)","(X)","(X)","(X)","48","22","6.3","8.5","0.0","53.1","27.1","22.9","4.2","7.1","10.4","11.7","2.1","5.9","29.2","19.6","0.0","53.1","14.6","15.8","6.3","8.2","70000","63487","83371","30772","(X)","(X)","29.2","(X)","(X)","(X)","46","22","6.5","8.9","0.0","54.2","28.3","23.7","0.0","54.2","10.9","12.2","2.2","6.2","30.4","20.2","0.0","54.2","15.2","16.6","6.5","8.6","78125","67423","N","N","(X)","(X)","(X)","(X)","(X)","(X)","44","24","0.0","55.5","0.0","55.5","31.8","32.9","34.1","31.8","25.0","11.9","0.0","55.5","4.5","9.7","4.5","6.7","0.0","55.5","0.0","55.5","29038","1876","33089","7619","(X)","(X)","(X)","(X)","38.6","(X)",
"860Z200US77951","ZCTA5 77951","518","180","12.2","13.6","6.4","8.9","10.4","12.2","4.1","6.6","18.7","16.1","16.0","22.0","1.9","3.6","25.3","14.3","0.0","9.2","5.0","6.0","49531","14815","62592","16126","46.3","(X)","(X)","(X)","(X)","(X)","410","159","15.4","16.7","0.0","11.5","0.0","11.5","0.0","11.5","23.7","20.3","20.2","26.7","2.4","4.5","32.0","17.9","0.0","11.5","6.3","8.0","53855","35475","72749","19624","(X)","(X)","32.7","(X)","(X)","(X)","255","139","0.0","17.7","0.0","17.7","0.0","17.7","0.0","17.7","11.0","17.6","32.5","38.5","3.9","7.6","42.4","30.0","0.0","17.7","10.2","13.4","100464","83593","N","N","(X)","(X)","(X)","(X)","(X)","(X)","108","97","0.0","35.0","30.6","37.0","50.0","42.0","19.4","31.2","0.0","35.0","0.0","35.0","0.0","35.0","0.0","35.0","0.0","35.0","0.0","35.0","16810","11765","19316","5426","(X)","(X)","(X)","(X)","53.7","(X)",
"860Z200US77954","ZCTA5 77954","3554","246","7.5","2.9","5.5","2.0","9.2","3.7","8.0","2.8","10.3","3.6","16.2","4.7","15.5","4.7","14.4","3.7","6.4","2.7","7.0","2.4","66195","5968","84681","9826","48.1","(X)","(X)","(X)","(X)","(X)","2336","229","4.8","2.3","2.7","2.1","8.4","4.2","4.2","2.8","9.8","3.8","17.8","5.5","16.3","7.0","17.0","5.6","9.1","4.1","9.8","3.5","82120","15963","103913","14902","(X)","(X)","44.1","(X)","(X)","(X)","1727","210","1.7","1.7","1.9","2.0","1.5","1.4","0.9","0.9","10.2","5.0","18.5","6.8","20.6","8.8","22.2","7.3","9.6","4.4","13.0","4.6","94375","10845","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1218","208","12.6","7.0","11.1","4.6","18.1","9.3","15.3","5.9","11.2","6.0","8.0","5.2","17.1","7.7","3.8","3.6","1.3","1.6","1.5","1.4","29247","4428","43413","6025","(X)","(X)","(X)","(X)","45.8","(X)",
"860Z200US77957","ZCTA5 77957","3642","215","5.8","3.7","3.7","1.9","13.5","5.4","8.3","4.1","8.2","3.5","20.2","7.0","9.0","3.9","17.1","4.6","8.7","3.7","5.7","3.0","62926","7162","84853","11538","45.6","(X)","(X)","(X)","(X)","(X)","2652","261","3.5","3.9","1.2","1.2","11.1","6.4","7.7","3.9","5.8","3.7","23.7","9.1","9.2","3.9","19.3","5.9","11.3","5.1","7.2","3.8","67627","12461","97935","15247","(X)","(X)","50.1","(X)","(X)","(X)","1865","242","1.3","1.6","0.0","2.6","6.6","5.0","3.3","3.1","7.1","4.9","20.1","7.9","11.6","5.2","26.5","8.4","16.0","6.7","7.3","4.1","97443","21341","N","N","(X)","(X)","(X)","(X)","(X)","(X)","990","229","11.8","8.6","10.3","6.3","20.9","10.5","11.9","10.4","14.4","7.8","12.6","7.1","8.0","7.1","8.0","6.6","0.2","0.5","1.8","2.9","33576","12279","45108","9536","(X)","(X)","(X)","(X)","31.6","(X)",
"860Z200US77960","ZCTA5 77960","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US77961","ZCTA5 77961","58","93","0.0","48.3","0.0","48.3","100.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","-","**","N","N","100.0","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","58","93","0.0","48.3","0.0","48.3","100.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","0.0","48.3","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US77962","ZCTA5 77962","1439","251","3.3","4.0","4.8","4.1","1.4","2.3","10.1","8.9","13.7","7.7","10.4","5.9","18.7","9.1","15.7","8.6","18.1","9.1","3.9","2.8","82940","15150","92246","13175","42.9","(X)","(X)","(X)","(X)","(X)","1120","233","0.0","4.4","2.7","2.4","0.0","4.4","0.4","0.8","16.1","8.7","12.8","7.5","21.9","11.9","17.9","10.2","23.2","10.7","5.0","3.7","96220","24260","108706","11437","(X)","(X)","43.4","(X)","(X)","(X)","915","216","0.0","5.3","2.1","2.3","0.0","5.3","0.0","5.3","13.4","9.6","5.5","4.4","22.5","14.0","22.0","12.2","28.4","12.6","6.1","4.6","121283","26206","N","N","(X)","(X)","(X)","(X)","(X)","(X)","319","177","14.7","17.3","12.2","14.7","6.3","10.9","44.2","27.2","5.3","10.2","1.9","2.6","8.5","15.2","6.9","9.0","0.0","14.5","0.0","14.5","26013","1356","34132","14590","(X)","(X)","(X)","(X)","41.4","(X)",
"860Z200US77963","ZCTA5 77963","2019","180","9.0","3.9","8.7","4.7","6.8","3.5","4.3","2.4","13.9","5.4","17.5","6.0","11.1","4.1","15.3","5.3","6.1","2.9","7.2","4.6","56804","6057","80960","12757","40.7","(X)","(X)","(X)","(X)","(X)","1239","133","5.7","3.4","3.4","3.3","2.2","1.8","4.0","3.0","7.8","3.5","16.9","5.5","14.1","5.4","24.5","8.2","10.0","4.7","11.4","7.3","90545","16590","108612","17587","(X)","(X)","44.1","(X)","(X)","(X)","1030","129","2.9","3.4","2.6","3.0","0.0","4.7","3.9","3.6","6.0","3.8","15.3","5.8","16.2","6.5","27.8","9.5","11.6","5.7","13.7","8.6","108571","20947","N","N","(X)","(X)","(X)","(X)","(X)","(X)","780","157","15.1","8.3","17.2","11.4","14.1","8.3","4.9","4.2","24.5","11.3","17.7","11.7","5.4","5.1","0.5","0.9","0.0","6.2","0.6","1.0","32083","19093","35914","7709","(X)","(X)","(X)","(X)","34.1","(X)",
"860Z200US77964","ZCTA5 77964","3400","233","4.2","1.7","3.0","1.6","9.0","2.7","5.6","1.7","14.9","3.5","16.1","3.2","13.8","3.6","13.6","3.5","12.9","3.8","7.0","2.9","68056","10563","91934","7790","35.0","(X)","(X)","(X)","(X)","(X)","2298","215","2.3","1.4","0.1","0.3","4.6","2.2","5.4","2.3","10.0","2.6","16.6","3.8","16.8","4.7","18.2","4.2","15.8","4.5","10.3","4.1","94524","11314","110867","10342","(X)","(X)","39.1","(X)","(X)","(X)","2001","217","2.0","1.3","0.1","0.3","3.5","2.0","4.4","2.0","10.2","3.0","15.6","4.3","16.2","5.2","19.0","4.7","17.9","5.2","10.9","4.5","98792","6048","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1102","199","8.3","5.0","9.0","4.7","18.2","6.7","8.3","3.6","25.1","9.6","15.7","6.9","6.1","3.5","2.5","2.5","6.6","6.9","0.2","0.3","40933","6110","50361","10868","(X)","(X)","(X)","(X)","26.6","(X)",
"860Z200US77968","ZCTA5 77968","1037","186","1.4","1.7","2.5","3.0","10.3","8.3","2.0","1.7","23.1","10.6","9.9","5.0","13.7","6.5","12.9","6.8","12.7","6.3","11.3","5.6","76083","28250","104019","18664","35.7","(X)","(X)","(X)","(X)","(X)","689","163","0.0","7.0","3.0","4.3","1.5","2.4","2.2","2.2","16.5","11.2","11.3","6.7","17.4","8.2","13.9","8.3","20.0","9.3","14.1","8.1","98875","27341","126228","24766","(X)","(X)","31.1","(X)","(X)","(X)","624","161","0.0","7.7","0.0","7.7","1.6","2.6","0.8","1.3","18.3","12.2","11.5","7.4","19.2","8.9","14.3","8.8","20.0","10.2","14.3","8.7","99250","30510","N","N","(X)","(X)","(X)","(X)","(X)","(X)","348","135","4.3","5.4","1.4","2.8","27.9","21.8","1.7","2.7","36.2","21.1","8.9","8.6","4.6","5.6","12.9","11.4","0.0","13.4","2.0","3.3","48214","13193","55307","15648","(X)","(X)","(X)","(X)","44.8","(X)",
"860Z200US77969","ZCTA5 77969","44","36","0.0","55.5","0.0","55.5","0.0","55.5","0.0","55.5","0.0","55.5","100.0","55.5","0.0","55.5","0.0","55.5","0.0","55.5","0.0","55.5","64792","18795","68223","5298","27.3","(X)","(X)","(X)","(X)","(X)","44","36","0.0","55.5","0.0","55.5","0.0","55.5","0.0","55.5","0.0","55.5","100.0","55.5","0.0","55.5","0.0","55.5","0.0","55.5","0.0","55.5","64792","18795","68223","5298","(X)","(X)","27.3","(X)","(X)","(X)","33","28","0.0","64.0","0.0","64.0","0.0","64.0","0.0","64.0","0.0","64.0","100.0","64.0","0.0","64.0","0.0","64.0","0.0","64.0","0.0","64.0","73036","13698","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US77970","ZCTA5 77970","90","67","0.0","38.8","17.8","26.2","27.8","31.5","0.0","38.8","3.3","6.7","22.2","27.2","3.3","8.2","25.6","28.2","0.0","38.8","0.0","38.8","-","**","56771","29879","41.1","(X)","(X)","(X)","(X)","(X)","88","67","0.0","39.2","18.2","26.9","26.1","33.1","0.0","39.2","3.4","6.8","22.7","27.9","3.4","8.3","26.1","29.1","0.0","39.2","0.0","39.2","-","**","57651","31026","(X)","(X)","39.8","(X)","(X)","(X)","76","66","0.0","42.2","13.2","27.3","30.3","37.6","0.0","42.2","0.0","42.2","22.4","32.6","3.9","9.9","30.3","32.8","0.0","42.2","0.0","42.2","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2","4","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US77971","ZCTA5 77971","221","159","0.0","20.1","0.0","20.1","0.0","20.1","0.0","20.1","42.5","42.4","32.1","32.7","0.0","20.1","0.0","20.1","25.3","30.3","0.0","20.1","60337","34050","76422","39450","29.0","(X)","(X)","(X)","(X)","(X)","221","159","0.0","20.1","0.0","20.1","0.0","20.1","0.0","20.1","42.5","42.4","32.1","32.7","0.0","20.1","0.0","20.1","25.3","30.3","0.0","20.1","60337","34050","76422","39450","(X)","(X)","29.0","(X)","(X)","(X)","221","159","0.0","20.1","0.0","20.1","0.0","20.1","0.0","20.1","42.5","42.4","32.1","32.7","0.0","20.1","0.0","20.1","25.3","30.3","0.0","20.1","60337","34050","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US77973","ZCTA5 77973","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US77974","ZCTA5 77974","287","94","2.1","2.7","1.7","2.9","14.6","13.6","25.1","18.1","3.5","5.6","10.5","6.8","12.5","8.1","8.0","6.8","15.7","8.9","6.3","5.5","54250","49662","107292","39281","32.4","(X)","(X)","(X)","(X)","(X)","194","80","0.0","22.5","0.0","22.5","0.0","22.5","35.1","23.6","5.2","8.5","10.3","8.3","12.4","9.8","11.9","10.4","19.1","12.0","6.2","6.1","69643","52760","124534","55343","(X)","(X)","25.3","(X)","(X)","(X)","170","76","0.0","25.1","0.0","25.1","0.0","25.1","31.8","27.3","5.9","9.6","11.8","9.5","12.4","11.3","13.5","12.1","17.6","12.2","7.1","7.0","85227","57452","N","N","(X)","(X)","(X)","(X)","(X)","(X)","93","56","6.5","8.8","5.4","8.6","45.2","27.4","4.3","8.2","0.0","38.1","10.8","11.2","12.9","14.7","0.0","38.1","8.6","12.4","6.5","11.7","-","**","71326","49235","(X)","(X)","(X)","(X)","47.3","(X)",
"860Z200US77975","ZCTA5 77975","758","133","5.3","3.9","3.2","1.8","7.8","4.5","8.3","5.4","11.5","7.6","30.3","9.2","9.6","5.6","11.2","6.6","6.1","4.3","6.7","4.1","59786","2966","84184","15527","35.5","(X)","(X)","(X)","(X)","(X)","383","89","2.6","3.7","4.7","6.9","1.3","2.2","5.7","5.2","2.3","2.7","34.5","12.3","9.1","5.8","18.8","11.5","7.6","4.8","13.3","7.9","74297","24100","115804","28955","(X)","(X)","45.7","(X)","(X)","(X)","322","84","3.1","4.4","0.0","14.3","0.0","14.3","6.2","6.0","2.8","3.2","33.5","13.2","10.2","6.8","22.4","13.3","8.7","5.7","13.0","8.6","91250","29598","N","N","(X)","(X)","(X)","(X)","(X)","(X)","375","98","8.0","7.1","6.4","3.8","15.7","9.7","11.5","8.9","15.5","13.4","24.8","14.4","10.1","9.6","3.5","3.7","4.5","6.7","0.0","12.5","45844","12830","50086","10438","(X)","(X)","(X)","(X)","25.1","(X)",
"860Z200US77976","ZCTA5 77976","9","14","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","-","**","N","N","0.0","(X)","(X)","(X)","(X)","(X)","9","14","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","9","14","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US77977","ZCTA5 77977","194","121","0.0","22.5","0.0","22.5","44.8","39.7","11.3","15.9","4.1","7.8","7.7","10.3","13.9","16.9","0.0","22.5","17.5","24.3","0.5","3.3","-","**","58882","34141","4.6","(X)","(X)","(X)","(X)","(X)","99","45","0.0","36.9","0.0","36.9","0.0","36.9","22.2","26.5","0.0","36.9","15.2","16.5","27.3","29.9","0.0","36.9","34.3","36.4","1.0","6.1","86157","69364","92918","33661","(X)","(X)","9.1","(X)","(X)","(X)","76","39","0.0","42.2","0.0","42.2","0.0","42.2","10.5","19.6","0.0","42.2","9.2","13.5","35.5","37.3","0.0","42.2","44.7","44.4","0.0","42.2","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","95","114","0.0","37.7","0.0","37.7","91.6","24.2","0.0","37.7","8.4","24.2","0.0","37.7","0.0","37.7","0.0","37.7","0.0","37.7","0.0","37.7","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US77978","ZCTA5 77978","124","58","0.0","31.9","0.0","31.9","0.0","31.9","0.8","2.0","22.6","20.3","8.1","9.5","12.1","13.4","25.0","20.9","11.3","14.4","20.2","17.1","142500","89303","135025","35228","18.5","(X)","(X)","(X)","(X)","(X)","87","50","0.0","39.4","0.0","39.4","0.0","39.4","0.0","39.4","0.0","39.4","11.5","13.4","8.0","13.9","35.6","26.8","16.1","20.2","28.7","23.4","146797","69589","170334","35839","(X)","(X)","6.9","(X)","(X)","(X)","87","50","0.0","39.4","0.0","39.4","0.0","39.4","0.0","39.4","0.0","39.4","11.5","13.4","8.0","13.9","35.6","26.8","16.1","20.2","28.7","23.4","146797","69644","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37","34","0.0","60.5","0.0","60.5","0.0","60.5","2.7","7.9","75.7","33.0","0.0","60.5","21.6","31.7","0.0","60.5","0.0","60.5","0.0","60.5","43854","5712","52000","13614","(X)","(X)","(X)","(X)","45.9","(X)",
"860Z200US77979","ZCTA5 77979","7140","493","6.2","5.1","4.6","2.6","1.7","1.0","6.2","2.4","8.7","3.3","21.4","4.9","15.9","4.7","17.6","3.8","11.9","3.4","5.7","1.9","77039","8517","96183","9739","40.8","(X)","(X)","(X)","(X)","(X)","5089","643","3.9","6.3","1.5","1.7","1.8","1.3","4.5","2.9","9.4","4.8","18.0","5.1","17.4","5.8","22.2","4.8","14.5","4.6","6.8","2.3","90193","5318","110834","12459","(X)","(X)","42.7","(X)","(X)","(X)","4030","548","0.4","0.6","1.2","1.9","0.9","0.8","3.4","2.4","3.4","1.9","19.6","5.3","18.3","6.7","26.7","5.7","18.0","5.2","8.0","2.8","114643","15742","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2051","489","12.0","9.7","12.3","8.4","1.9","1.7","10.6","5.1","16.6","9.1","21.4","13.5","12.8","9.0","3.9","3.2","5.5","5.5","3.1","3.3","44628","10401","57857","11718","(X)","(X)","(X)","(X)","36.0","(X)",
"860Z200US77982","ZCTA5 77982","288","132","0.0","15.9","0.0","15.9","0.0","15.9","26.4","22.5","0.0","15.9","18.8","22.2","20.5","29.0","12.5","17.4","21.9","28.2","0.0","15.9","95593","52502","102214","36447","8.0","(X)","(X)","(X)","(X)","(X)","271","137","0.0","16.8","0.0","16.8","0.0","16.8","21.8","24.0","0.0","16.8","19.9","23.3","21.8","31.3","13.3","19.1","23.2","29.5","0.0","16.8","95953","54854","106855","37807","(X)","(X)","2.2","(X)","(X)","(X)","212","116","0.0","20.8","0.0","20.8","0.0","20.8","0.0","20.8","0.0","20.8","25.5","29.4","27.8","39.3","17.0","23.0","29.7","38.1","0.0","20.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17","30","0.0","89.2","0.0","89.2","0.0","89.2","100.0","89.2","0.0","89.2","0.0","89.2","0.0","89.2","0.0","89.2","0.0","89.2","0.0","89.2","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US77983","ZCTA5 77983","1125","253","0.7","1.2","0.0","4.3","5.3","4.4","0.0","4.3","29.3","17.0","5.3","4.7","18.3","8.9","10.7","7.4","12.0","7.9","18.3","11.0","97850","29854","137861","51514","34.2","(X)","(X)","(X)","(X)","(X)","963","234","0.0","5.1","0.0","5.1","4.6","4.5","0.0","5.1","23.9","18.9","5.8","5.4","22.8","9.8","12.5","8.3","9.0","7.1","21.4","12.3","98703","23332","149057","57372","(X)","(X)","39.1","(X)","(X)","(X)","590","201","0.0","8.1","0.0","8.1","7.5","7.2","0.0","8.1","0.0","8.1","7.3","7.7","15.3","9.6","20.3","11.4","14.7","10.7","34.9","16.5","132237","87148","N","N","(X)","(X)","(X)","(X)","(X)","(X)","162","92","4.9","8.6","0.0","26.1","9.9","15.4","0.0","26.1","61.7","27.0","2.5","4.7","21.0","26.9","0.0","26.1","0.0","26.1","0.0","26.1","48639","3547","53481","17463","(X)","(X)","(X)","(X)","4.9","(X)",
"860Z200US77984","ZCTA5 77984","1917","232","1.1","1.1","5.1","4.7","7.9","3.9","4.5","2.8","11.5","4.6","11.8","5.2","11.2","3.9","16.8","4.9","16.7","5.7","13.4","6.5","92656","16157","119237","21846","28.4","(X)","(X)","(X)","(X)","(X)","1344","193","1.1","1.3","2.5","3.1","2.8","1.8","4.3","3.9","4.7","2.6","10.5","5.5","17.6","6.2","23.0","7.3","19.6","7.1","13.9","6.7","112500","16945","124735","12253","(X)","(X)","29.8","(X)","(X)","(X)","1085","181","0.0","4.5","0.6","1.2","2.0","1.8","0.6","0.8","5.8","3.1","11.0","6.8","18.0","7.1","23.1","8.3","21.7","8.7","17.2","8.0","126016","12792","N","N","(X)","(X)","(X)","(X)","(X)","(X)","573","169","1.0","1.6","11.2","13.9","19.9","11.5","7.9","6.3","24.6","14.6","14.8","10.7","2.6","2.7","1.4","2.2","4.4","4.2","12.2","13.6","40838","6089","101792","69561","(X)","(X)","(X)","(X)","25.1","(X)",
"860Z200US77986","ZCTA5 77986","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US77987","ZCTA5 77987","86","35","2.3","3.4","14.0","16.2","0.0","39.7","2.3","4.1","17.4","15.5","8.1","8.8","20.9","21.6","18.6","19.1","16.3","14.5","0.0","39.7","83750","35534","85172","21957","37.2","(X)","(X)","(X)","(X)","(X)","84","34","0.0","40.1","14.3","16.6","0.0","40.1","2.4","4.2","17.9","15.9","8.3","9.0","21.4","22.0","19.0","19.7","16.7","14.9","0.0","40.1","86250","31388","86980","22412","(X)","(X)","35.7","(X)","(X)","(X)","75","34","0.0","42.5","9.3","14.5","0.0","42.5","0.0","42.5","20.0","17.8","9.3","10.0","21.3","24.9","21.3","22.2","18.7","17.1","0.0","42.5","88295","33786","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2","3","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US77988","ZCTA5 77988","88","86","0.0","39.2","0.0","39.2","0.0","39.2","0.0","39.2","0.0","39.2","56.8","55.2","0.0","39.2","43.2","55.2","0.0","39.2","0.0","39.2","-","**","88001","27241","0.0","(X)","(X)","(X)","(X)","(X)","50","64","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","24.0","54.8","0.0","52.0","76.0","54.8","0.0","52.0","0.0","52.0","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","50","64","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","24.0","54.8","0.0","52.0","76.0","54.8","0.0","52.0","0.0","52.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38","59","0.0","59.7","0.0","59.7","0.0","59.7","0.0","59.7","0.0","59.7","100.0","59.7","0.0","59.7","0.0","59.7","0.0","59.7","0.0","59.7","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
